h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,average,water_level
1.2351103,0.99220335,5.189355,0.23646504,4.5579395,2.6866012,0.014437851,0.44040567,3.0764816,4.623027,2.3052025,4.717964
1.6650212,1.3470201,3.4353967,1.3217309,1.1202496,3.3956108,3.2510471,1.4864111,2.195432,0.52205914,1.9739978,3.7595348
3.120253,3.1692457,2.804337,1.7352916,2.7210524,3.1661963,2.7745655,4.030715,1.996063,2.3773503,2.789507,5.394616
4.497838,1.0303926,0.24069312,0.81692564,2.281546,1.79893,2.7801743,1.9196386,3.9279442,6.2859263,2.558001,5.5996842
5.2850537,4.5245905,2.005271,4.748217,0.1196206,1.794605,1.1210276,6.580142,0.66213864,0.46681738,2.7307484,4.7807093
5.4731483,2.1648507,1.1475847,2.6958888,0.39544228,4.9932337,2.675489,4.837331,3.8997595,2.3689022,3.0651631,6.087246
2.82991,0.37261927,3.4529986,0.3773393,0.029278323,3.5331008,4.5268598,1.7302744,2.5460956,1.3998861,2.0798364,4.1511564
4.8974485,0.48060495,7.004692,2.4314284,4.5180826,1.1586751,1.7762148,2.701879,0.563163,0.54623383,2.6078424,4.4133873
3.0908208,3.7175589,1.3872627,0.17559509,0.63908964,2.9360232,2.021614,0.81920505,1.2766635,0.41252667,1.647636,2.8671343
3.3468013,1.6401055,4.09371,0.7321789,1.3266929,0.21340689,0.9225472,3.3018408,3.739658,1.0428519,2.0359795,3.9086208
3.5479145,1.871319,1.7975228,1.2741941,4.3921413,0.49540704,1.5422766,1.3814092,0.9956932,0.22024822,1.7518127,2.9985507
0.562798,1.3071437,2.5444477,2.6405873,2.8794231,6.714199,2.8942544,3.4106736,0.12959944,3.409686,2.649281,5.371614
1.8530653,4.6489935,3.0604882,0.013877628,2.2030613,0.005386727,0.19604346,0.59191287,2.5434701,8.37225,2.3488548,5.0335526
2.1965356,0.027140714,2.1657073,2.0703087,6.278349,0.6721932,0.9332503,0.9187966,0.3390674,1.5167129,1.711806,3.1180594
0.2404414,5.0903764,2.3343563,2.8495574,2.693394,4.752162,0.1615945,0.40480644,2.1303594,4.5573187,2.5214367,4.9631796
0.5964593,4.7113976,2.4492927,2.5860403,3.4026933,1.6417708,0.84038955,7.280658,1.85129,3.8121967,2.9172187,5.963927
1.8276424,1.0440042,0.21077788,1.8000863,1.3098055,3.4933681,0.11782345,1.3433836,0.08127109,3.2561324,1.4484295,2.9350996
4.0661955,0.3071125,1.1262637,0.4076485,4.364601,1.5353926,1.3302375,1.5245347,1.8409629,0.13235697,1.6635307,3.0123973
1.4296061,1.9213375,1.6757419,5.253907,2.1383395,2.893284,1.2264837,0.12539734,1.9193282,3.0372505,2.1620677,4.168755
4.457301,0.6144376,2.7659957,3.2849903,0.5422175,2.5579374,3.9183233,3.0618474,1.5405648,2.5435429,2.5287158,4.89754
0.79005915,0.01606568,4.586086,2.2248237,1.2076015,2.2962518,2.3629873,2.0145435,2.5890646,0.3140722,1.8401554,3.5721445
3.2775643,2.264954,1.1941041,5.0222635,2.1085384,1.8053315,5.117756,5.7670393,3.3585196,7.3735476,3.728962,8.01386
2.1429214,1.8421342,6.9297924,3.9868734,1.4078629,3.4162567,2.1530051,2.0830407,0.109547794,1.8933358,2.596477,4.613383
1.1232615,3.1569395,1.0145035,5.250614,0.08714253,7.4146113,0.6739864,1.3807865,3.545333,3.1659994,2.6813178,5.3857546
1.8710307,1.5583661,1.4116125,1.0134342,0.56222165,1.6732464,5.0328603,0.21409085,0.25664744,1.3739688,1.4967479,2.8459723
1.8340942,3.2510924,2.304488,0.9959413,4.268162,0.12781967,2.1794744,0.1631773,0.19204181,4.0607653,1.9377056,3.6901054
3.5733247,1.5474012,0.41245115,4.0362873,1.8305969,2.425962,1.6200109,0.60711884,7.2498364,2.721369,2.6024356,5.3953214
2.043451,0.029370263,5.2160125,2.1018145,1.0322582,7.358086,1.3538066,0.8337029,0.6833229,2.18902,2.2840846,4.2958565
0.13360107,0.48029363,0.2201196,0.17400794,3.5811374,5.76255,1.2333405,0.7623309,3.8511038,1.4278315,1.7626317,3.828636
3.714435,3.532668,0.4422463,1.427824,0.25530007,6.038288,2.3069146,0.5826716,1.3034676,3.9052253,2.350904,4.5823793
3.708046,0.6979872,0.34058374,3.0208018,5.4883556,0.4262412,0.047788695,5.1879883,1.4188669,5.261043,2.5597703,5.340276
1.3763739,4.194904,1.7842093,3.2774138,1.0100398,1.3691038,1.5191851,2.6760428,1.779954,0.16020001,1.9147425,3.4398186
1.2696306,2.699462,3.610227,2.351654,5.351679,6.279149,2.7259045,1.3207545,0.46167958,1.6159413,2.768608,5.099624
2.5660408,2.4661646,1.7336533,1.9954226,2.7045305,0.46656302,0.3696484,0.73777837,0.5806757,1.7779176,1.5398396,2.7048297
1.5616447,0.89810133,1.228467,3.1093745,0.64818513,3.4169345,6.709693,2.4294786,1.4326957,1.6342745,2.3068848,4.6917534
1.1328968,2.1794932,2.7047913,2.476244,1.5942231,5.279554,1.2560517,1.1777214,1.8903689,3.8725004,2.3563848,4.7506547
4.3509784,0.019861113,0.925591,1.2522403,0.4448887,0.2128981,1.5074413,3.3675203,2.0926223,3.554727,1.772877,3.7408485
0.028418705,2.9543204,1.0469596,1.5429795,6.126525,9.167804,1.077109,1.9528761,6.991769,2.5294294,3.341819,7.027565
5.356627,7.6490345,3.071545,2.0088153,0.033340123,0.14888047,1.4980309,0.4495537,2.5200717,4.3844137,2.7120311,4.8391957
1.7322509,1.0106418,3.7287264,5.4027314,7.173111,0.7719302,2.879495,3.5422616,1.563867,5.5496683,3.3354688,6.7285423
1.9771724,1.4262133,0.9942961,3.9510977,4.55873,1.2462485,4.726409,0.30472535,0.576788,1.0591657,2.0820847,3.8206441
1.185507,3.647173,7.052148,3.7526112,2.0433183,0.9895041,0.9515065,1.2499983,2.1245494,5.0398483,2.8036163,5.3731356
2.9193962,4.8146267,4.9755545,1.8470461,0.9358591,1.4801456,0.9108365,5.462206,5.961061,2.3182187,3.1624951,6.2580776
0.8238675,5.5361915,0.7251537,2.3058803,1.1398976,0.5010668,3.3083186,0.736854,1.1022309,0.41064146,1.6590102,2.906317
2.4513433,5.3669567,1.0432931,4.478293,2.0550604,4.6792274,3.8209429,7.625268,3.336354,1.0318928,3.5888634,7.025709
1.6519897,0.5273626,2.5625675,4.7394753,2.8039308,3.3891177,0.7349493,3.5702043,5.2764688,0.21532974,2.5471396,5.0647607
2.5275824,1.8139572,0.6284079,7.786784,1.1070728,0.53897226,2.1371856,2.3474727,5.3323536,2.0429618,2.6262748,5.252323
3.4911203,0.7252566,0.029479686,0.5784474,0.927673,2.0752041,0.4555403,0.9862527,2.2115266,1.1743677,1.265487,2.457378
0.76486075,4.1883693,0.31634077,1.5964708,0.016598677,0.14927015,3.684133,1.8028761,1.3311822,1.1121867,1.4962288,2.898919
0.08737862,0.80717486,1.5131418,1.3695726,0.22954464,0.7226506,2.4716418,9.138341,6.143223,6.051038,2.8533707,6.9679165
3.493082,0.692492,4.991806,2.6211474,1.6374977,2.2276247,1.6261485,1.1983533,5.1651382,0.8288913,2.448218,4.6482153
2.6111207,1.3529794,0.59196204,0.01199972,3.8576994,1.9561882,3.7397382,8.544955,0.017474495,1.0523733,2.3736491,4.8482084
4.4183054,0.08777693,1.7037692,4.011175,2.5955505,0.5726558,1.0045536,4.747013,2.1771746,1.2664566,2.258443,4.3223453
0.012127812,1.6069026,0.099310085,1.037425,0.2948678,1.7216504,1.7888714,2.946349,2.1196144,2.2918239,1.3918941,3.1467133
2.7460022,2.2974584,1.1016926,0.66889614,0.5892068,0.6145832,3.7031837,2.2481446,2.0299346,3.6576276,1.9656731,4.107476
1.21092,1.8708848,0.9327398,3.5699468,4.736911,6.0101776,1.7436254,2.5197983,6.471302,0.4106555,2.9476962,5.971552
2.5363066,0.48812902,1.1246026,0.68308485,0.09880006,2.4004183,3.5842159,3.5965385,0.02790007,5.7362785,2.0276275,4.504316
2.3106391,3.1600556,2.8996036,0.9798612,3.265638,7.6214547,2.2874632,0.1432706,0.6505249,2.5143511,2.583286,4.7925887
9.442959,0.25494602,1.1764622,4.817252,6.4896197,0.9398477,2.565164,4.903839,1.7180748,3.572269,3.5880432,6.6900787
2.221393,4.8341575,3.8904827,4.5483007,6.0770235,1.372563,1.8678315,1.1946112,1.1468098,0.2947978,2.7447972,4.6094065
0.8224084,2.5522532,2.941298,0.56340134,1.6747074,3.5567107,4.64476,1.7815883,3.8889503,2.0116708,2.443775,5.0360417
2.3026443,0.17331465,1.2945626,1.5489947,2.8572724,2.9056253,1.5947138,3.7440443,0.13888745,6.1080704,2.266813,4.929283
3.591088,0.6375051,5.8003597,2.7436552,5.0807095,0.08622691,0.42965332,1.2019262,3.3241382,2.406333,2.5301595,4.6918755
4.0099897,1.17561,2.2551627,2.826198,5.54831,1.3059027,1.559901,1.3736011,0.9551028,3.1704218,2.41802,4.515909
4.592519,3.0113811,0.9922329,4.0269423,2.5330117,5.123625,1.6801848,1.5007818,2.2101607,2.4376128,2.8108451,5.224432
1.0032011,8.751147,4.3360925,3.8730202,5.428959,0.35326725,7.467951,0.9348348,1.6376529,5.1442213,3.8930347,7.3634844
2.4782383,1.0060935,1.221696,3.0363483,2.8856492,4.296625,0.2345467,0.40148985,7.584094,0.64844704,2.3793228,4.825341
5.7567983,0.7703763,0.43638313,1.7674811,2.6770926,1.7893002,1.9535015,3.406721,0.50077415,3.2396114,2.229804,4.3015704
0.4882002,0.11281306,3.2865028,1.9413095,0.54508823,2.0858898,1.5319774,0.8373744,1.6175487,1.284607,1.373131,2.720167
1.0109972,0.019505404,4.891609,3.635579,3.125083,1.3730291,5.7897673,2.7335167,2.1450782,2.6340914,2.7358258,5.525262
3.3983674,2.7385373,6.8523293,0.38512677,3.555663,5.136729,1.8643384,2.6767287,1.0126816,1.9470717,2.9567573,5.3499284
0.7968985,4.6944804,1.3473964,5.5330496,3.136563,0.08972471,1.4248779,1.4513756,0.59143007,1.6419532,2.0707748,3.6642196
0.07849831,4.138892,7.614279,2.7295125,3.982613,0.38836178,0.44959795,0.20534793,2.66618,2.7909107,2.5044193,4.5586762
5.13359,0.15838869,1.4268739,2.2651372,1.8705435,1.2015197,0.66348654,3.4336548,1.0268669,4.3880205,2.1568081,4.323988
3.02878,1.013259,4.741585,3.1376889,4.820527,1.7731676,4.2422085,6.805342,1.5861716,7.2042947,3.8353024,8.037468
0.058979303,0.19516356,1.0049021,0.18197022,1.4789817,0.9394618,3.9770472,3.6773536,8.024498,2.9036202,2.2441976,5.453252
2.074448,5.008226,1.3121277,2.141828,5.925066,1.8161391,1.3393316,0.30600283,1.2528731,2.7986822,2.3974724,4.3698497
4.594158,3.8626134,4.054598,5.664992,2.6163232,0.63220614,2.4219356,1.5795329,1.9522538,0.3619631,2.7740576,4.6548653
2.994319,2.5453165,0.55455935,3.1998596,5.552335,1.3127496,4.6165266,5.8359385,2.8462021,1.4614553,3.091926,6.1431007
1.5974433,1.3930838,0.012831906,3.2567163,2.3420017,5.856254,1.4523792,3.9145956,2.0219002,0.0052363146,2.185244,4.2705655
3.4321122,2.6803675,3.1970062,3.202485,4.459203,1.6088486,0.5499501,2.9504056,4.1029034,3.0823832,2.9265664,5.6906843
3.9796057,0.12037581,2.4705868,5.7692304,0.18995988,0.616107,0.54949355,2.9328926,2.3865633,4.6322346,2.3647046,4.774212
0.15020189,1.3739715,7.4587255,3.7871342,3.0011592,5.003023,1.0391548,3.0661368,0.4498374,1.8152149,2.7144558,5.023676
0.5367539,2.260037,1.5959437,2.110466,4.3314123,2.1561995,1.7884343,2.2892094,0.6865845,1.0922446,1.8847284,3.5718842
0.21953335,2.2200747,2.321564,2.4063408,3.9025776,0.6950074,2.5574474,4.1130695,0.75330573,2.3320153,2.1520936,4.318898
3.6526775,4.6040015,0.71688074,4.5974283,3.4115286,4.621258,1.0658244,3.8441415,1.4116592,4.179122,3.2104523,6.1709914
2.6098032,5.0761847,3.2283,1.4106072,0.8370191,1.7409686,0.026144203,3.379825,2.0700283,5.631263,2.6010144,5.213241
2.8065252,4.6718636,1.3458276,6.438305,0.15838306,1.5578928,1.546261,2.9690447,1.1976864,2.8561924,2.5547981,4.7236767
4.5409293,2.7893813,2.426703,0.95965517,6.259636,1.3841875,2.395554,1.9981992,0.2671196,0.71121556,2.373258,4.065483
0.3289572,0.2843313,0.3700501,5.369024,6.78938,0.09157802,2.60356,2.3874366,1.508024,0.86142343,2.0593762,4.0199285
4.868473,2.514561,7.082358,1.488156,2.595359,0.31376594,5.234009,5.806313,2.3010526,0.64691997,3.2850966,6.036566
2.9083595,4.495326,0.03847198,0.44325775,3.9166427,0.9439063,0.19170842,3.0597663,3.5300317,2.379988,2.1907458,4.3269095
1.615173,1.2664436,0.060069896,1.1570703,0.6453604,5.953017,3.0997581,5.293269,0.48948407,1.4930148,2.1072662,4.3746705
3.394857,2.6451826,2.1243727,0.8837923,1.8937347,0.4773151,3.676313,0.21276985,1.7167139,0.250855,1.7275906,3.0058007
4.245573,3.1267433,2.6578183,1.1460202,6.9996567,1.2103621,3.0491762,3.7310524,1.5389367,1.0194882,2.8724828,5.234379
5.0411663,1.4249326,2.3708642,0.5193058,7.2547817,1.2140993,2.0646782,1.6850317,1.847048,1.9063883,2.5328298,4.6486793
1.2278706,3.3832498,2.9506326,1.3941802,1.3361285,0.52313995,0.5205531,1.4516212,0.7737348,2.7792149,1.6340325,3.0742073
3.4311512,1.5693913,0.4106985,0.77265054,3.36492,4.465265,3.318723,0.8976382,1.9638977,1.1853666,2.1379704,4.0883536
0.592928,0.72829306,1.3183165,2.700929,1.6792955,2.2628686,1.7179323,1.610872,3.0752714,1.1999794,1.6886686,3.4830983
2.0066838,3.2321033,1.8046985,1.7087935,0.09451023,1.1227424,4.6204205,0.1673729,1.2769816,0.058259603,1.6092567,2.8331668
0.6290833,1.414697,0.20895253,4.9746747,1.1906986,1.1965858,2.3837209,8.741342,0.4767422,2.7520924,2.3968587,5.1251826
1.3940611,1.7089427,1.5138369,2.1333556,6.6960526,0.164153,3.1736274,2.0674198,0.7884863,4.0934896,2.3733425,4.7959538
5.061935,3.236869,0.6698849,1.749857,3.887525,2.9004097,3.2455711,1.2578764,0.45045295,4.0934505,2.655383,5.0061216
3.7812748,3.7582874,1.957866,3.5132737,1.1852441,2.2564354,2.2144885,1.4729631,3.781896,3.645527,2.7567258,5.376995
1.8186665,4.40924,3.27176,2.6098146,3.6432796,2.569247,0.48157632,4.5985045,6.913456,1.3703036,3.1685848,6.3179197
0.27327174,0.94149935,0.3668004,3.7692733,2.980748,4.857701,3.159092,2.2571316,1.4857197,1.2851253,2.1376362,4.317152
3.0573382,5.1490326,3.5823503,1.4171344,3.4936888,3.8897305,1.4862686,0.5922476,4.223913,4.995226,3.188693,6.2527533
3.0079064,4.5569696,2.9917262,1.7523361,1.2759761,1.9883842,1.3909146,3.5501819,0.85245585,1.4210281,2.278788,4.0875115
0.320432,2.4771242,0.42308852,5.388232,2.8644307,0.9125095,1.9961019,2.8850822,0.054832228,1.1675665,1.8489401,3.4666371
0.22580206,4.087657,1.4575663,1.628767,4.280197,2.2583075,1.1920923,5.897115,1.6409876,4.9332495,2.7601743,5.842425
1.178012,1.5422419,0.4034907,1.7727156,4.1483636,1.6178437,1.1328957,0.6089679,1.2177448,5.453,1.9075276,4.090351
3.766506,3.2899504,2.891189,0.92902243,2.7699883,2.5086288,5.3973556,3.79845,2.098608,4.924638,3.2374337,6.5575094
2.5359676,1.2376554,0.64490134,0.009929709,1.8589864,0.55813503,0.9059696,0.8859371,2.2371457,3.6850812,1.4559709,3.1108394
2.2839453,0.7735983,2.4603252,1.0188385,2.2827435,2.409947,0.16260353,1.7708864,1.2739668,3.9549901,1.8391844,3.755908
2.9735258,2.5495439,5.510341,7.951571,4.6189566,4.064542,0.06328712,3.14401,1.6210177,1.2436285,3.3740425,5.940117
3.3943915,3.522369,0.8963726,2.2727404,4.6969633,0.19209833,5.775688,2.5205588,0.35264644,0.37283963,2.3996668,4.292933
